date_time,Ca mg/l,Mg mg/l,K mg/l,NO3-N mg/l,Cl mg/l,Na mg/l,SO4 mg/l,Flow cumecs,LogQ,dayno,Date
2007-06-19 14:00:00,0.63,0.63,0.09,0.13197501,6.54611993,3.68,1.94290914,0.03394,-1.4692881620183431,170.791667,2007-06-19 14:00:00
2007-06-19 21:00:00,0.66,0.64,0.11,0.14007587,6.2982806,3.68,1.83179573,0.03544,-1.450506286784987,171.083333,2007-06-19 21:00:00
2007-06-20 04:00:00,0.6,0.61,0.09,0.12588347,6.34421236,3.52,2.06000624,0.03469,-1.4597957001579402,171.375,2007-06-20 04:00:00
2007-06-20 11:00:00,0.6,0.61,0.09,0.11808432,6.56073822,3.52,1.92967757,0.03394,-1.4692881620183431,171.666667,2007-06-20 11:00:00
2007-06-20 18:00:00,0.64,0.64,0.08,0.13730817,6.45027517,3.6,1.92486444,0.03469,-1.4597957001579402,171.958333,2007-06-20 18:00:00
2007-06-21 01:00:00,0.64,0.62,0.08,0.14298013,6.45690035,3.47,2.00668263,0.03469,-1.4597957001579402,172.25,2007-06-21 01:00:00
2007-06-21 08:00:00,0.62,0.62,0.1,0.12249619,6.28050577,3.57,1.910866375,0.03394,-1.4692881620183431,172.541667,2007-06-21 08:00:00
2007-06-21 15:00:00,0.64,0.64,0.09,0.13114961,7.05500562,3.6,1.81505012,0.03772,-1.4234283159347092,172.833333,2007-06-21 15:00:00
2007-06-21 22:00:00,0.65,0.65,0.12,0.16227378,6.52114925,3.56,1.8902126,0.03544,-1.450506286784987,173.125,2007-06-21 22:00:00
2007-06-22 05:00:00,0.6,0.61,0.08,0.12085705,6.66729805,3.53,1.94544094,0.03469,-1.4597957001579402,173.416667,2007-06-22 05:00:00
2007-06-22 12:00:00,0.62,0.61,0.12,0.12569553,6.41969383,3.56,1.88125994,0.06066,-1.2170975940253552,173.708333,2007-06-22 12:00:00
2007-06-22 19:00:00,0.63,0.64,0.1,0.12420466,6.88895055,3.58,1.87506011,0.04858,-1.3135424895308883,174.0,2007-06-22 19:00:00
2007-06-23 02:00:00,0.6,0.63,0.07,0.11814385,6.95304715,3.57,2.03697548,0.04155,-1.3814289718798702,174.291667,2007-06-23 02:00:00
2007-06-23 09:00:00,0.59,0.61,0.09,0.10953652,6.25932246,3.65,1.93177026,0.03925,-1.4061603389187287,174.583333,2007-06-23 09:00:00
2007-06-23 16:00:00,0.6,0.62,0.1,0.11311035,6.50854937,3.35,1.91169561,0.0775,-1.1106982974936896,174.875,2007-06-23 16:00:00
2007-06-23 23:00:00,0.56,0.61,0.09,0.11691165,5.99564432,3.48,1.89067566,0.06982,-1.1560201555218401,175.166667,2007-06-23 23:00:00
2007-06-24 06:00:00,0.54,0.59,0.1,0.11551502,6.15851251,3.49,1.92345517,0.06479,-1.1884920200546734,175.458333,2007-06-24 06:00:00
2007-06-24 13:00:00,0.55,0.6,0.08,0.12110446,6.17125369,3.44,1.98844733,0.06066,-1.2170975940253552,175.75,2007-06-24 13:00:00
2007-06-24 20:00:00,0.57,0.6,0.09,0.13219288,6.28398863,3.55,2.01009225,0.05902,-1.2290007948360593,176.041667,2007-06-24 20:00:00
2007-06-25 03:00:00,0.55,0.59,0.1,0.10917157,6.16413929,3.26,1.73324825,0.16428,-0.7844153058183851,176.333333,2007-06-25 03:00:00
2007-06-25 10:00:00,0.39,0.47,0.1,0.11567739,5.17259069,2.94,1.8182569,0.34373,-0.4637825619393633,176.625,2007-06-25 10:00:00
2007-06-25 17:00:00,0.38,0.48,0.09,0.12427473,6.08937623,3.19,2.0481629,0.19979,-0.6994262531145659,176.916667,2007-06-25 17:00:00
2007-06-26 00:00:00,0.41,0.51,0.07,0.11359834,5.52857659,3.25,2.12058478,0.15189,-0.8184708178934966,177.208333,2007-06-26 00:00:00
2007-06-26 07:00:00,0.42,0.53,0.09,0.11145472,5.64643299,3.37,2.17719052,0.127,-0.8961962790440431,177.5,2007-06-26 07:00:00
2007-06-26 14:00:00,0.47,0.57,0.07,0.1035016,5.50605641,3.53,2.59301474,0.11078,-0.9555386391893351,177.791667,2007-06-26 14:00:00
2007-06-26 21:00:00,0.47,0.56,0.07,0.1109009,5.48683769,3.5,2.11794366,0.10335,-0.985689519036693,178.083333,2007-06-26 21:00:00
2007-06-27 04:00:00,0.49,0.57,0.09,0.09323738,5.54156118,3.44,2.16040273,0.10798,-0.9666566768647763,178.375,2007-06-27 04:00:00
2007-06-27 11:00:00,0.48,0.56,0.09,0.09374928,5.59782165,3.54,2.12431313,0.09514,-1.021636852916117,178.666667,2007-06-27 11:00:00
2007-06-27 18:00:00,0.49,0.57,0.11,0.1144099,5.64133647,3.51,2.0923003749999998,0.08887,-1.0512448198317301,178.958333,2007-06-27 18:00:00
2007-06-28 01:00:00,0.5,0.59,0.07,0.10395787,5.52649045,3.52,2.06028762,0.08358,-1.0778976331923928,179.25,2007-06-28 01:00:00
2007-06-28 08:00:00,0.5,0.58,0.08,0.09903974,5.4165457,3.57,2.02729423,0.07578,-1.1204453990610257,179.541667,2007-06-28 08:00:00
2007-06-28 15:00:00,0.51,0.59,0.09,0.0947217,5.38823862,3.47,1.95220935,0.09514,-1.021636852916117,179.833333,2007-06-28 15:00:00
2007-06-28 22:00:00,0.41,0.48,0.07,0.07364008,4.23109681,2.97,1.53793645,0.34107,-0.4671564787967616,180.125,2007-06-28 22:00:00
2007-06-29 05:00:00,0.37,0.46,0.09,0.07597295,4.51991943,3.08,1.82007153,0.24328,-0.6138935928639243,180.416667,2007-06-29 05:00:00
2007-06-29 12:00:00,0.55,0.47,0.09,0.07830582,4.85454447,3.32,1.95185488,0.17058,-0.7680718899259142,180.708333,2007-06-29 12:00:00
2007-06-29 19:00:00,0.42,0.51,0.08,0.08063869,5.12356339,3.39,2.12489629,0.142785,-0.8453174141242441,181.0,2007-06-29 19:00:00
2007-06-30 02:00:00,0.42,0.52,0.08,0.08322357,5.03550138,3.3,1.98496299,0.1448,-0.8392314381388719,181.291667,2007-06-30 02:00:00
2007-06-30 09:00:00,0.4,0.48,0.08,0.082086175,4.68635591,3.18,1.89489927,0.22578,-0.646314531296492,181.583333,2007-06-30 09:00:00
2007-06-30 16:00:00,0.36,0.41,0.07,0.08094878,3.99697412,2.88,1.6818945,0.40257,-0.39515859238801815,181.875,2007-06-30 16:00:00
2007-06-30 23:00:00,0.35,0.44,0.07,0.079811385,4.58003266,3.05,2.02884642,0.25638,-0.5911158567991599,182.166667,2007-06-30 23:00:00
2007-07-01 06:00:00,0.36,0.46,0.07,0.07867399,4.71301837,3.2,2.01929485,0.24446,-0.6117921925748623,182.458333,2007-07-01 06:00:00
2007-07-01 13:00:00,0.37,0.45,0.07,0.077536595,4.70526397,3.17,2.03970452,0.24446,-0.6117921925748623,182.75,2007-07-01 13:00:00
2007-07-01 20:00:00,0.39,0.47,0.07,0.0763992,4.90352145,3.24,2.18066407,0.22119,-0.6552345113772391,183.041667,2007-07-01 20:00:00
2007-07-02 03:00:00,0.34,0.43,0.09,0.0768064,4.49206721,3.05,2.03592711,0.3424,-0.4654662439948844,183.333333,2007-07-02 03:00:00
2007-07-02 10:00:00,0.36,0.45,0.08,0.07721360000000001,4.71635019,3.15,2.13830335,0.26971,-0.5691029509727422,183.625,2007-07-02 10:00:00
2007-07-02 17:00:00,0.39,0.47,0.07,0.0776208,4.97810645,3.21,2.31508656,0.2189,-0.6597542384320683,183.916667,2007-07-02 17:00:00
2007-07-03 00:00:00,0.41,0.49,0.09,0.0744777,5.08519983,3.27,2.19548691,0.23623,-0.6266649500454318,184.208333,2007-07-03 00:00:00
2007-07-03 07:00:00,0.4,0.48,0.07,0.07532883,4.99048225,3.31,2.05276567,0.20647,-0.6851430422204287,184.5,2007-07-03 07:00:00
2007-07-03 14:00:00,0.389,0.493,0.094,0.07548051708333334,5.003427222916667,3.23,2.0512043575,0.23506,-0.6288212681837132,184.791667,2007-07-03 14:00:00
2007-07-03 21:00:00,0.353,0.45,0.067,0.07563220416666666,5.016372195833334,2.98,2.049643045,0.38029,-0.41988509452509637,185.083333,2007-07-03 21:00:00
2007-07-04 04:00:00,0.3543636363636363,0.45113636363636367,0.06754545454545455,0.07578389125,5.0293171687500005,2.9872727272727273,2.0480817325,0.35712,-0.4471858270785341,185.375,2007-07-04 04:00:00
2007-07-04 11:00:00,0.3557272727272727,0.45227272727272727,0.06809090909090909,0.07593557833333334,5.042262141666667,2.9945454545454546,2.04652042,0.41959,-0.37717487080395845,185.666667,2007-07-04 11:00:00
2007-07-04 18:00:00,0.35709090909090907,0.45340909090909093,0.06863636363636363,0.07608726541666666,5.055207114583333,3.001818181818182,2.0449591075,0.36524,-0.43742166589132964,185.958333,2007-07-04 18:00:00
2007-07-10 07:00:00,0.383,0.475,0.079,0.07896932,5.3011616,3.14,2.01529417,0.13879,-0.8576418242361544,191.5,2007-07-10 07:00:00
2007-07-10 14:00:00,0.418,0.49,0.057,0.092,5.27,3.23,2.19,0.127,-0.8961962790440431,191.791667,2007-07-10 14:00:00
2007-07-10 21:00:00,0.445,0.505,0.06,0.09170833333333334,5.265833333333333,3.3,2.1774999999999998,0.11929,-0.9233959614163891,192.083333,2007-07-10 21:00:00
2007-07-11 04:00:00,0.44565217391304346,0.5059130434782608,0.06095652173913043,0.09141666666666666,5.261666666666667,3.297391304347826,2.165,0.11078,-0.9555386391893351,192.375,2007-07-11 04:00:00
2007-07-11 11:00:00,0.44630434782608697,0.5068260869565218,0.06191304347826087,0.091125,5.257499999999999,3.294782608695652,2.1525,0.10335,-0.985689519036693,192.666667,2007-07-11 11:00:00
2007-07-11 18:00:00,0.4469565217391304,0.5077391304347826,0.0628695652173913,0.09083333333333334,5.253333333333333,3.292173913043478,2.14,0.1006,-0.9974020192800914,192.958333,2007-07-11 18:00:00
2007-07-12 01:00:00,0.4476086956521739,0.5086521739130435,0.06382608695652174,0.09054166666666667,5.2491666666666665,3.289565217391304,2.1275,0.09968,-1.0013919706849055,193.25,2007-07-12 01:00:00
2007-07-17 14:00:00,0.46,0.526,0.082,0.085,5.17,3.24,1.89,0.127,-0.8961962790440431,198.791667,2007-07-17 14:00:00
2007-07-17 21:00:00,0.458,0.522,0.07633333333333334,0.08833333333333333,5.133333333333333,3.2333333333333334,1.94,0.11172,-0.9518690729710325,199.083333,2007-07-17 21:00:00
2007-07-18 04:00:00,0.456,0.518,0.07066666666666667,0.09166666666666667,5.096666666666667,3.226666666666667,1.99,0.10151,-0.99349117222471,199.375,2007-07-18 04:00:00
2007-07-18 11:00:00,0.454,0.514,0.065,0.095,5.06,3.22,2.04,0.09334,-1.029932203450863,199.666667,2007-07-18 11:00:00
2007-07-18 18:00:00,0.45045,0.5121,0.06505,0.0947,5.049499999999999,3.2155,2.0475,0.09244,-1.0341400631929283,199.958333,2007-07-18 18:00:00
2007-07-19 01:00:00,0.4469,0.5102,0.0651,0.0944,5.039,3.2110000000000003,2.055,0.09066,-1.042584285277331,200.25,2007-07-19 01:00:00
2007-07-19 08:00:00,0.44335,0.5083,0.06515,0.0941,5.028499999999999,3.2065,2.0625,0.08446,-1.073348922911111,200.541667,2007-07-19 08:00:00
2007-07-19 15:00:00,0.4398,0.5064,0.06520000000000001,0.0938,5.018,3.202,2.07,0.08358,-1.0778976331923928,200.833333,2007-07-19 15:00:00
2007-07-19 22:00:00,0.43625,0.5045,0.06525,0.0935,5.007499999999999,3.1975000000000002,2.0775,0.08976,-1.0469171560879138,201.125,2007-07-19 22:00:00
2007-07-24 07:00:00,0.383,0.476,0.066,0.089,4.85,3.13,2.19,0.12992,-0.8863239881028999,205.5,2007-07-24 07:00:00
2007-07-24 14:00:00,0.387,0.47863999999999995,0.06864,0.08979999999999999,4.868799999999999,3.1395999999999997,2.184,0.12121,-0.9164615487698605,205.791667,2007-07-24 14:00:00
2007-07-24 21:00:00,0.391,0.48128,0.07128000000000001,0.0906,4.8876,3.1492,2.178,0.11549,-0.9374556186535352,206.083333,2007-07-24 21:00:00
2007-07-25 04:00:00,0.395,0.48391999999999996,0.07392,0.0914,4.9064,3.1588,2.172,0.23623,-0.6266649500454318,206.375,2007-07-25 04:00:00
2007-07-25 11:00:00,0.399,0.48656,0.07656,0.09219999999999999,4.925199999999999,3.1684,2.166,0.14782,-0.830266802057482,206.666667,2007-07-25 11:00:00
2007-07-25 18:00:00,0.403,0.48919999999999997,0.0792,0.093,4.944,3.178,2.16,0.13582,-0.8670362738692734,206.958333,2007-07-25 18:00:00
2007-07-31 14:00:00,0.483,0.542,0.132,0.109,5.32,3.37,2.04,0.07836,-1.1059055726773013,212.791667,2007-07-31 14:00:00
2007-07-31 21:00:00,0.501,0.556,0.077,0.104,5.27,3.36,1.98,0.0775,-1.1106982974936896,213.083333,2007-07-31 21:00:00
2007-08-01 04:00:00,0.483,0.546,0.072,0.115,5.3,3.36,2.04,0.07406,-1.1304162922865761,213.375,2007-08-01 04:00:00
2007-08-01 11:00:00,0.491,0.547,0.072,0.102,5.31,3.37,2.07,0.06898,-1.1612768099686281,213.666667,2007-08-01 11:00:00
2007-08-01 18:00:00,0.5,0.565,0.052,0.097,5.33,3.38,1.98,0.06898,-1.1612768099686281,213.958333,2007-08-01 18:00:00
2007-08-02 01:00:00,0.505,0.563,0.053,0.113,5.31,3.36,1.98,0.06814,-1.1665978707681413,214.25,2007-08-02 01:00:00
2007-08-02 08:00:00,0.489,0.543,0.048,0.11,5.32,3.34,1.92,0.06314,-1.1996954224438015,214.541667,2007-08-02 08:00:00
2007-08-02 15:00:00,0.536,0.573,0.042,0.092,5.32,3.39,1.92,0.06148,-1.2112661411722925,214.833333,2007-08-02 15:00:00
2007-08-02 22:00:00,0.525,0.576,0.066,0.113,5.36,3.39,1.92,0.06066,-1.2170975940253552,215.125,2007-08-02 22:00:00
2007-08-03 05:00:00,0.503,0.553,0.053,0.12,5.37,3.38,1.98,0.05739,-1.2411637752530418,215.416667,2007-08-03 05:00:00
2007-08-03 12:00:00,0.512,0.567,0.056,0.1,5.37,3.4,1.98,0.05577,-1.253599355508439,215.708333,2007-08-03 12:00:00
2007-08-03 19:00:00,0.534,0.58,0.081,0.105,5.38,3.42,1.89,0.056175,-1.2504569189088335,216.0,2007-08-03 19:00:00
2007-08-04 02:00:00,0.522,0.572,0.062,0.12,5.44,3.39,1.92,0.05577,-1.253599355508439,216.291667,2007-08-04 02:00:00
2007-08-04 09:00:00,0.517,0.57,0.073,0.111,5.46,3.4,1.83,0.05658,-1.247337056879028,216.583333,2007-08-04 09:00:00
2007-08-04 16:00:00,0.539,0.588,0.082,0.1,5.51,3.42,1.83,0.05255,-1.2794272796357389,216.875,2007-08-04 16:00:00
2007-08-04 23:00:00,0.535,0.591,0.054,0.124,5.48,3.45,1.83,0.05176,-1.2860057323393561,217.166667,2007-08-04 23:00:00
2007-08-05 06:00:00,0.522,0.569,0.068,0.127,5.47,3.47,1.83,0.04779,-1.320662969479206,217.458333,2007-08-05 06:00:00
2007-08-05 13:00:00,0.546,0.59,0.072,0.109,5.45,3.48,1.86,0.047,-1.3279021420642825,217.75,2007-08-05 13:00:00
2007-08-05 20:00:00,0.552,0.593,0.067,0.111,5.47,3.45,1.83,0.04779,-1.320662969479206,218.041667,2007-08-05 20:00:00
2007-08-06 03:00:00,0.545,0.585,0.063,0.125,5.51,3.47,1.8,0.04937,-1.306536872780469,218.333333,2007-08-06 03:00:00
2007-08-06 10:00:00,0.535,0.583,0.077,0.101,5.51,3.45,1.95,0.04465,-1.3501785367754346,218.625,2007-08-06 10:00:00
2007-08-06 17:00:00,0.597,0.623,0.042,0.096,5.5,3.5,1.77,0.04387,-1.3578323655950548,218.916667,2007-08-06 17:00:00
2007-08-07 00:00:00,0.586,0.61,0.029,0.128,5.5,3.45,1.83,0.047,-1.3279021420642825,219.208333,2007-08-07 00:00:00
2007-08-07 07:00:00,0.543,0.581,0.044,0.114,5.47,3.44,1.77,0.04155,-1.3814289718798702,219.5,2007-08-07 07:00:00
2007-08-07 14:00:00,0.59,0.598,0.043,0.116,5.36,3.38,2.07,0.04155,-1.3814289718798702,219.791667,2007-08-07 14:00:00
2007-08-07 21:00:00,0.618,0.601,0.069,0.117,5.43,3.39,1.77,0.04078,-1.3895527785578787,220.083333,2007-08-07 21:00:00
2007-08-08 04:00:00,0.596,0.581,0.046,0.129,5.47,3.39,1.83,0.03925,-1.4061603389187287,220.375,2007-08-08 04:00:00
2007-08-08 11:00:00,0.605,0.591,0.06,0.109,5.49,3.42,1.8,0.03544,-1.450506286784987,220.666667,2007-08-08 11:00:00
2007-08-08 18:00:00,0.63,0.612,0.052,0.111,5.48,3.43,1.8,0.0362,-1.4412914294668342,220.958333,2007-08-08 18:00:00
2007-08-09 01:00:00,0.631,0.602,0.072,0.136,5.48,3.44,1.8,0.0362,-1.4412914294668342,221.25,2007-08-09 01:00:00
2007-08-09 08:00:00,0.59,0.578,0.066,0.125,5.49,3.42,1.83,0.03319,-1.478992747591396,221.541667,2007-08-09 08:00:00
2007-08-09 15:00:00,0.644,0.628,0.06,0.1,5.5,3.45,1.8,0.03244,-1.4889191544608815,221.833333,2007-08-09 15:00:00
2007-08-09 22:00:00,0.641,0.616,0.056,0.134,5.48,3.44,1.77,0.03319,-1.478992747591396,222.125,2007-08-09 22:00:00
2007-08-10 05:00:00,0.604,0.587,0.056,0.134,5.5,3.41,1.77,0.03244,-1.4889191544608815,222.416667,2007-08-10 05:00:00
2007-08-10 12:00:00,0.626,0.611,0.06,0.101,5.46,3.42,1.77,0.0317,-1.4989407377822486,222.708333,2007-08-10 12:00:00
2007-08-10 19:00:00,0.644,0.618,0.075,0.121,5.43,3.44,1.74,0.031325,-1.5041089203338125,223.0,2007-08-10 19:00:00
2007-08-11 02:00:00,0.618,0.59,0.045,0.129,5.44,3.4,1.77,0.03095,-1.5093393466438632,223.291667,2007-08-11 02:00:00
2007-08-11 09:00:00,0.646,0.617,0.065,0.103,5.45,3.47,1.92,0.028,-1.5528419686577808,223.583333,2007-08-11 09:00:00
2007-08-11 16:00:00,0.67,0.638,0.044,0.109,5.46,3.47,1.89,0.02874,-1.5415132362017931,223.875,2007-08-11 16:00:00
2007-08-11 23:00:00,0.644,0.613,0.076,0.132,5.49,3.45,1.74,0.02947,-1.5306198641500748,224.166667,2007-08-11 23:00:00
2007-08-12 06:00:00,0.642,0.612,0.049,0.104,5.58,3.46,1.77,0.0317,-1.4989407377822486,224.458333,2007-08-12 06:00:00
2007-08-12 13:00:00,0.676,0.631,0.078,0.125,5.69,3.55,1.86,0.028,-1.5528419686577808,224.75,2007-08-12 13:00:00
2007-08-12 20:00:00,0.633,0.603,0.065,0.106,5.67,3.36,1.77,0.02874,-1.5415132362017931,225.041667,2007-08-12 20:00:00
2007-08-13 03:00:00,0.626,0.605,0.041,0.082,5.59,3.44,1.86,0.03469,-1.4597957001579402,225.333333,2007-08-13 03:00:00
2007-08-13 10:00:00,0.646,0.618,0.073,0.102,5.59,3.43,1.68,0.02947,-1.5306198641500748,225.625,2007-08-13 10:00:00
2007-08-13 17:00:00,0.655,0.635,0.063,0.12,5.53,3.4,1.77,0.02947,-1.5306198641500748,225.916667,2007-08-13 17:00:00
2007-08-14 00:00:00,0.626,0.611,0.084,0.1,5.42,3.21,1.59,0.03469,-1.4597957001579402,226.208333,2007-08-14 00:00:00
2007-08-14 07:00:00,0.608,0.589,0.101,0.096,5.39,3.25,1.62,0.08358,-1.0778976331923928,226.5,2007-08-14 07:00:00
2007-08-14 14:00:00,0.57,0.569,0.057,0.097,5.04,3.14,1.53,0.05096,-1.292770580672706,226.791667,2007-08-14 14:00:00
2007-08-14 21:00:00,0.562,0.5640000000000001,0.07,0.0995,5.015000000000001,3.12,1.5750000000000002,0.06066,-1.2170975940253552,227.083333,2007-08-14 21:00:00
2007-08-15 04:00:00,0.554,0.559,0.083,0.102,4.99,3.1,1.62,0.05176,-1.2860057323393561,227.375,2007-08-15 04:00:00
2007-08-15 11:00:00,0.526,0.538,0.051,0.085,4.99,3.11,1.56,0.05336,-1.2727841790915075,227.666667,2007-08-15 11:00:00
2007-08-15 18:00:00,0.529,0.534,0.05,0.077,5.01,3.14,1.62,0.05176,-1.2860057323393561,227.958333,2007-08-15 18:00:00
2007-08-16 01:00:00,0.539,0.566,0.042,0.108,5.1,3.23,1.68,0.05016,-1.2996424721773399,228.25,2007-08-16 01:00:00
2007-08-16 08:00:00,0.538,0.562,0.058,0.113,5.13,3.2,1.74,0.04937,-1.306536872780469,228.541667,2007-08-16 08:00:00
2007-08-16 15:00:00,0.514,0.545,0.049,0.096,5.18,3.21,1.83,0.047,-1.3279021420642825,228.833333,2007-08-16 15:00:00
2007-08-16 22:00:00,0.55,0.573,0.052,0.118,5.22,3.28,1.83,0.047,-1.3279021420642825,229.125,2007-08-16 22:00:00
2007-08-17 05:00:00,0.558,0.578,0.051,0.123,5.27,3.33,1.92,0.04543,-1.342657263185374,229.416667,2007-08-17 05:00:00
2007-08-17 12:00:00,0.53,0.553,0.028,0.092,5.28,3.3,2.01,0.0431,-1.3655227298392685,229.708333,2007-08-17 12:00:00
2007-08-17 19:00:00,0.551,0.576,0.039,0.108,5.27,3.32,2.1,0.05096,-1.292770580672706,230.0,2007-08-17 19:00:00
2007-08-18 02:00:00,0.595,0.607,0.052,0.114,5.28,3.39,1.83,0.04858,-1.3135424895308883,230.291667,2007-08-18 02:00:00
2007-08-18 09:00:00,0.568,0.551,0.107,0.089,4.85,3.13,1.56,0.11266,-0.948230253100668,230.583333,2007-08-18 09:00:00
2007-08-18 16:00:00,0.52,0.549,0.074,0.104,4.8,3.12,1.65,0.0827,-1.0824944904474534,230.875,2007-08-18 16:00:00
2007-08-18 23:00:00,0.494,0.54,0.073,0.1,4.75,3.11,1.89,0.09066,-1.042584285277331,231.166667,2007-08-18 23:00:00
2007-08-19 06:00:00,0.486,0.533,0.061,0.106,4.88,3.14,1.89,0.08446,-1.073348922911111,231.458333,2007-08-19 06:00:00
2007-08-19 13:00:00,0.521,0.54,0.099,0.121,5.05,3.24,2.13,0.07922,-1.101165161931726,231.75,2007-08-19 13:00:00
2007-08-19 20:00:00,0.503,0.549,0.065,0.131,5.11,3.24,2.1,0.07492,-1.1254022312968002,232.041667,2007-08-19 20:00:00
2007-08-20 03:00:00,0.5095000000000001,0.5525,0.063,0.123,5.085,3.27,2.01,0.07236,-1.140501441812224,232.333333,2007-08-20 03:00:00
2007-08-20 10:00:00,0.516,0.556,0.061,0.115,5.06,3.3,1.92,0.0673,-1.1719849357760233,232.625,2007-08-20 10:00:00
2007-08-20 17:00:00,0.508,0.554,0.047,0.112,5.12,3.3,2.07,0.06563,-1.182897595743077,232.916667,2007-08-20 17:00:00
2007-08-21 00:00:00,0.526,0.561,0.056,0.12,5.15,3.27,2.13,0.06396,-1.194091544925803,233.208333,2007-08-21 00:00:00
2007-08-21 07:00:00,0.537,0.572,0.041,0.126,5.17,3.32,2.07,0.05902,-1.2290007948360593,233.5,2007-08-21 07:00:00
2007-08-21 14:00:00,0.53,0.563,0.061,0.117,5.25,3.29,1.98,0.05902,-1.2290007948360593,233.791667,2007-08-21 14:00:00
2007-08-21 21:00:00,0.545,0.578,0.057,0.128,5.26,3.35,1.98,0.05821,-1.2350024007151195,234.083333,2007-08-21 21:00:00
2007-08-22 04:00:00,0.516,0.561,0.062,0.108,5.27,3.33,1.95,0.05658,-1.247337056879028,234.375,2007-08-22 04:00:00
2007-08-22 11:00:00,0.529,0.561,0.047,0.106,5.31,3.35,1.92,0.05176,-1.2860057323393561,234.666667,2007-08-22 11:00:00
2007-08-22 18:00:00,0.551,0.583,0.062,0.136,5.34,3.34,1.92,0.05255,-1.2794272796357389,234.958333,2007-08-22 18:00:00
2007-08-23 01:00:00,0.551,0.584,0.045,0.124,5.32,3.35,1.98,0.05176,-1.2860057323393561,235.25,2007-08-23 01:00:00
2007-08-23 08:00:00,0.531,0.56,0.04,0.111,5.39,3.35,1.95,0.04779,-1.320662969479206,235.541667,2007-08-23 08:00:00
2007-08-23 15:00:00,0.575,0.604,0.046,0.133,5.39,3.39,1.98,0.04858,-1.3135424895308883,235.833333,2007-08-23 15:00:00
2007-08-23 22:00:00,0.586,0.6,0.077,0.128,5.37,3.39,1.89,0.04858,-1.3135424895308883,236.125,2007-08-23 22:00:00
2007-08-24 05:00:00,0.558,0.574,0.069,0.112,5.4,3.35,1.98,0.047,-1.3279021420642825,236.416667,2007-08-24 05:00:00
2007-08-24 12:00:00,0.576,0.599,0.074,0.119,5.38,3.37,1.89,0.04465,-1.3501785367754346,236.708333,2007-08-24 12:00:00
2007-08-24 19:00:00,0.587,0.603,0.085,0.136,5.36,3.36,1.89,0.04504,-1.3464016181567102,237.0,2007-08-24 19:00:00
2007-08-25 02:00:00,0.572,0.592,0.082,0.127,5.41,3.36,1.98,0.04465,-1.3501785367754346,237.291667,2007-08-25 02:00:00
2007-08-25 09:00:00,0.566,0.586,0.088,0.114,5.41,3.36,1.86,0.04078,-1.3895527785578787,237.583333,2007-08-25 09:00:00
2007-08-25 16:00:00,0.605,0.61,0.097,0.137,5.42,3.37,1.83,0.04001,-1.3978314486210028,237.875,2007-08-25 16:00:00
2007-08-25 23:00:00,0.594,0.602,0.088,0.14,5.39,3.36,1.83,0.04155,-1.3814289718798702,238.166667,2007-08-25 23:00:00
2007-08-26 06:00:00,0.576,0.589,0.067,0.11,5.41,3.38,1.83,0.03925,-1.4061603389187287,238.458333,2007-08-26 06:00:00
2007-08-26 13:00:00,0.608,0.62,0.091,0.126,5.43,3.4,1.92,0.03848,-1.4147649366342245,238.75,2007-08-26 13:00:00
2007-08-26 20:00:00,0.616,0.621,0.057,0.143,5.43,3.39,1.83,0.03848,-1.4147649366342245,239.041667,2007-08-26 20:00:00
2007-08-27 03:00:00,0.591,0.601,0.076,0.12,5.44,3.37,1.83,0.03848,-1.4147649366342245,239.333333,2007-08-27 03:00:00
2007-08-27 10:00:00,0.587,0.599,0.06,0.122,5.44,3.38,1.86,0.03469,-1.4597957001579402,239.625,2007-08-27 10:00:00
2007-08-27 17:00:00,0.63,0.629,0.068,0.138,5.43,3.39,1.86,0.0362,-1.4412914294668342,239.916667,2007-08-27 17:00:00
2007-08-28 00:00:00,0.615,0.618,0.062,0.142,5.44,3.38,1.83,0.0362,-1.4412914294668342,240.208333,2007-08-28 00:00:00
2007-08-28 07:00:00,0.584,0.59,0.105,0.112,5.41,3.37,1.8,0.03469,-1.4597957001579402,240.5,2007-08-28 07:00:00
2007-08-28 14:00:00,0.627,0.656,0.085,0.138,5.46,3.48,2.001,0.03319,-1.478992747591396,240.791667,2007-08-28 14:00:00
2007-08-28 21:00:00,0.638,0.65,0.065,0.148,5.48,3.45,1.995,0.03394,-1.4692881620183431,241.083333,2007-08-28 21:00:00
2007-08-29 04:00:00,0.598,0.623,0.055,0.123,5.46,3.44,1.98,0.03394,-1.4692881620183431,241.375,2007-08-29 04:00:00
2007-08-29 11:00:00,0.602,0.627,0.078,0.12,5.47,3.47,1.953,0.03095,-1.5093393466438632,241.666667,2007-08-29 11:00:00
2007-08-29 18:00:00,0.639,0.659,0.065,0.148,5.47,3.49,1.908,0.03021,-1.5198492747267196,241.958333,2007-08-29 18:00:00
2007-08-30 01:00:00,0.637,0.634,0.066,0.142,5.53,3.45,1.785,0.03244,-1.4889191544608815,242.25,2007-08-30 01:00:00
2007-08-30 08:00:00,0.614,0.61,0.07,0.12,5.5,3.43,1.875,0.03021,-1.5198492747267196,242.541667,2007-08-30 08:00:00
2007-08-30 15:00:00,0.654,0.649,0.066,0.154,5.57,3.47,1.914,0.02947,-1.5306198641500748,242.833333,2007-08-30 15:00:00
2007-08-30 22:00:00,0.64,0.638,0.073,0.153,5.49,3.45,1.776,0.028,-1.5528419686577808,243.125,2007-08-30 22:00:00
