,Date,Statut,Chromechant,cond,COT,DOxygen,Debit,pH,Pression,TempRiver,TempContainer,Turbidity,Turb,Chrom1,Chrom2,Eau,TG,Filtre,Acide1,Base1,Acide,Base,AC,StatutCM,UPS ,Type,Lithium,Magnesium,Potassium,Calcium,Sodium,Strontium,Fluorures,Sulfates,Nitrates,Chlorures,Phosphate,DebitRiv,discharge 
368393,2016-02-28 04:29:00,OK,5.1,622.0,37.13,0.38,704.0,8.29,4.3,5.67,24.3,61.75,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3789465020576131,0.07134271099744245,2.9755062344139653,0.5616782608695652,0.3804,0.1101,0.4941904266389178,0.7974596774193549,0.8236985915492957,0.1824,368.0,0.368
368434,2016-02-28 05:09:00,OK,5.1,635.0,36.92,0.34,675.0,8.3,3.4,5.54,22.2,62.4,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.37833333333333335,0.07159079283887468,2.9797705735660847,0.5623217391304348,0.3807,0.1116,0.4956253902185224,0.7996580645161291,0.824712676056338,0.1748,368.0,0.368
368475,2016-02-28 05:49:00,OK,5.1,657.0,40.05,0.32,700.0,8.29,3.5,5.42,23.2,61.56,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3782839506172839,0.0719769820971867,2.982356608478803,0.5645478260869565,0.3804,0.1078,0.4967346514047867,0.8005887096774194,0.8253323943661971,0.1737,368.0,0.368
368516,2016-02-28 06:29:00,OK,5.1,654.0,37.89,0.31,692.0,8.29,5.3,5.28,24.0,62.25,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3790699588477366,0.07121483375959078,2.986,0.5650304347826086,0.3803,0.1096,0.49682934443288246,0.7993387096774193,0.8266845070422535,0.171,366.573770492,0.366573770492
368557,2016-02-28 07:09:00,OK,5.1,658.0,36.36,0.27,704.0,8.3,4.7,5.13,22.1,62.64,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3782592592592593,0.07137340153452686,2.9892718204488777,0.564304347826087,0.3806,0.1089,0.49739334027055154,0.798608064516129,0.8268957746478873,,364.419354839,0.364419354839
368598,2016-02-28 07:49:00,OK,5.1,652.0,39.42,0.27,680.0,8.3,4.0,5.02,23.2,63.2,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.378716049382716,0.07169565217391305,2.9916508728179547,0.5633521739130435,0.3808,0.113,0.4991092611862643,0.7998709677419354,0.8272619718309859,0.1738,361.774193548,0.361774193548
368639,2016-02-28 08:29:00,OK,5.1,658.0,37.61,0.27,704.0,8.31,4.2,4.95,24.0,62.94,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3804279835390947,0.07120716112531969,2.9969875311720697,0.5632782608695652,0.3809,0.1121,0.4993506763787722,0.7994322580645161,0.8267408450704226,0.1851,362.901639344,0.362901639344
368680,2016-02-28 09:09:00,OK,5.1,652.0,38.85,0.28,675.0,8.33,3.3,4.86,22.0,63.91,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3793004115226338,0.0710920716112532,2.9954887780548627,0.5616086956521739,0.3805,0.1132,0.5012861602497399,0.7998951612903226,0.8268929577464789,0.1714,359.272727273,0.35927272727299997
368721,2016-02-28 09:49:00,OK,5.1,646.0,36.63,0.28,685.0,8.36,3.8,4.86,23.1,62.79,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38018106995884776,0.07105626598465474,2.9978902743142144,0.5624086956521739,0.3804,0.1116,0.5024287200832467,0.7975403225806451,0.8268507042253521,0.1764,358.0,0.358
368762,2016-02-28 10:29:00,OK,5.1,657.0,37.17,0.28,699.0,8.39,5.3,4.9,24.1,63.04,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3816707818930041,0.0699079283887468,2.9977057356608476,0.563,0.3809,0.1129,0.502636836628512,0.7955693548387096,0.8271859154929578,0.1762,356.573770492,0.356573770492
368803,2016-02-28 11:09:00,OK,5.1,656.0,37.61,0.28,702.0,8.43,4.7,4.91,22.2,63.36,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38138683127572015,0.07035294117647059,2.9963192019950124,0.5628521739130435,0.3812,0.1122,0.5024068678459938,0.7943290322580645,0.8285830985915493,0.1701,355.442622951,0.355442622951
369332,2016-02-28 19:57:00,OK,5.1,649.0,38.68,0.24,711.0,8.4,5.1,5.8,23.2,63.84,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.37889300411522636,0.07676726342710996,2.950029925187032,0.5646434782608696,0.3723,0.0952,0.46817689906347554,0.7243677419354839,0.7758338028169014,,341.0,0.341
369373,2016-02-28 20:37:00,OK,5.1,644.0,39.82,0.21,715.0,8.38,4.7,5.74,22.4,63.04,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3809053497942387,0.07634782608695652,2.9625660847880297,0.5660260869565217,0.374,0.0965,0.4734911550468262,0.7313435483870968,0.7840788732394367,,339.180327869,0.339180327869
369414,2016-02-28 21:17:00,OK,5.1,658.0,37.24,0.16,711.0,8.35,4.1,5.67,21.8,63.06,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3822304526748971,0.0760920716112532,2.968655860349127,0.5675217391304348,0.3751,0.0981,0.47867325702393343,0.7374048387096773,0.7903267605633802,,335.097560976,0.335097560976
369455,2016-02-28 21:57:00,OK,5.1,655.0,36.94,0.15,711.0,8.33,3.1,5.61,22.9,62.21,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38206172839506175,0.07628388746803069,2.974630922693267,0.5681782608695652,0.3762,0.1001,0.482579604578564,0.7425677419354839,0.795969014084507,,334.238095238,0.334238095238
369496,2016-02-28 22:37:00,OK,5.1,651.0,37.41,0.12,711.0,8.32,4.1,5.57,22.1,61.85,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38241152263374484,0.07578260869565216,2.979887780548628,0.5697173913043478,0.377,0.1013,0.4861508844953174,0.7464741935483871,0.8029859154929577,,332.573770492,0.332573770492
369537,2016-02-28 23:17:00,OK,5.1,647.0,39.42,0.12,711.0,8.31,5.3,5.51,22.0,61.6,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3824814814814815,0.0756777493606138,2.9873316708229427,0.5696478260869565,0.3787,0.1038,0.4901415192507805,0.7500887096774194,0.8060901408450704,,330.177419355,0.330177419355
369578,2016-02-28 23:57:00,OK,5.1,664.0,37.03,0.13,711.0,8.31,4.8,5.45,22.9,61.9,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3827407407407407,0.07531969309462914,2.992067331670823,0.5700086956521739,0.3792,0.1041,0.49445265348595213,0.7543129032258065,0.8085014084507042,,328.193548387,0.32819354838700004
369619,2016-02-29 00:37:00,OK,5.1,663.0,37.23,0.15,711.0,8.3,4.7,5.39,22.0,61.74,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3827201646090535,0.07478772378516624,2.9951820448877804,0.5716434782608696,0.3797,0.1021,0.4961488033298648,0.7524032258064516,0.8107211267605634,,328.0,0.328
369660,2016-02-29 01:17:00,OK,5.1,668.0,38.21,0.16,711.0,8.3,4.0,5.33,21.8,62.95,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38282716049382715,0.0747544757033248,3.007014962593516,0.5749695652173913,0.38,0.1041,0.5002663891779396,0.7579806451612903,0.8158450704225352,,327.177419355,0.327177419355
369701,2016-02-29 01:57:00,OK,5.1,667.0,37.04,0.17,711.0,8.29,2.7,5.27,22.6,64.67,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3828477366255144,0.07504092071611253,3.011730673316708,0.5790695652173913,0.3806,0.1031,0.5027013527575442,0.7605596774193548,0.822112676056338,,325.193548387,0.32519354838700004
369742,2016-02-29 02:37:00,OK,5.1,662.0,40.2,0.18,711.0,8.3,5.4,5.17,24.6,65.61,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3819053497942387,0.07657800511508951,3.0172518703241895,0.5832347826086957,0.3811,0.1045,0.5053652445369408,0.7652645161290322,0.8285718309859155,,325.0,0.325
369784,2016-02-29 03:18:00,OK,5.1,657.0,40.17,0.19,711.0,8.3,5.1,5.1,21.9,65.07,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3814485596707819,0.07572122762148338,3.019443890274314,0.5848260869565217,0.3811,0.0995,0.5051019771071801,0.7653032258064516,0.8313887323943662,,325.0,0.325
369825,2016-02-29 03:58:00,OK,5.1,657.0,36.95,0.19,683.0,8.3,4.9,5.02,22.7,65.56,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.381082304526749,0.07540920716112531,3.0224837905236908,0.5866826086956521,0.3815,0.1004,0.5066222684703434,0.7683177419354839,0.8334450704225352,,325.0,0.325
369866,2016-02-29 04:38:00,OK,5.1,671.0,37.32,0.21,700.0,8.3,4.8,4.94,21.9,65.8,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3804814814814814,0.07500255754475703,3.0255411471321696,0.5879826086956522,0.3812,0.0958,0.5072351716961498,0.7675967741935484,0.8342647887323943,,325.0,0.325
369907,2016-02-29 05:18:00,OK,5.1,667.0,38.81,0.2,700.0,8.3,4.1,4.81,21.5,65.68,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3801275720164609,0.07493350383631713,3.0269775561097254,0.5886826086956521,0.3812,0.1002,0.5099250780437045,0.772133870967742,0.8365746478873239,,325.0,0.325
369948,2016-02-29 05:58:00,OK,5.1,676.0,36.8,0.19,696.0,8.3,2.9,4.71,22.6,65.6,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.37921810699588476,0.0751611253196931,3.0262394014962593,0.5889,0.3815,0.0999,0.5110530697190427,0.7748677419354839,0.8382028169014084,,325.0,0.325
369989,2016-02-29 06:38:00,OK,5.1,671.0,37.91,0.19,700.0,8.3,4.8,4.6,24.4,66.98,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.37861316872427986,0.07561381074168798,3.0284738154613464,0.5894608695652174,0.382,0.1011,0.5125577523413112,0.7765870967741936,0.8422845070422535,,325.0,0.325
370030,2016-02-29 07:18:00,OK,5.1,668.0,37.01,0.2,694.0,8.3,5.1,4.5,21.9,67.07,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.37967078189300413,0.07516368286445012,3.0334164588528676,0.5897434782608696,0.3821,0.098,0.5131977107180021,0.7754193548387097,0.8412281690140846,,323.838709677,0.323838709677
370071,2016-02-29 07:58:00,OK,5.1,664.0,37.08,0.2,685.0,8.3,4.9,4.4,22.6,67.61,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.379037037037037,0.07546035805626598,3.0318728179551124,0.5906260869565217,0.382,0.1008,0.5163100936524454,0.7783532258064516,0.8432901408450705,,321.193548387,0.32119354838700004
370112,2016-02-29 08:38:00,OK,5.1,676.0,36.95,0.19,696.0,8.32,4.8,4.38,24.3,67.1,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3783827160493827,0.07608695652173914,3.0369526184538653,0.5909043478260869,0.3821,0.1049,0.5201821019771072,0.7834564516129032,0.8450788732394366,,319.131147541,0.319131147541
370153,2016-02-29 09:18:00,OK,5.1,669.0,37.33,0.2,664.0,8.35,4.1,4.4,21.9,66.96,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3791687242798354,0.07443734015345269,3.0379825436408976,0.5882869565217391,0.382,0.0994,0.5198418314255984,0.7806467741935484,0.8431577464788732,,321.073170732,0.321073170732
370194,2016-02-29 09:58:00,OK,5.1,674.0,36.68,0.22,681.0,8.39,3.1,4.53,22.7,68.39,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3783292181069959,0.07371355498721227,3.0328254364089773,0.5870217391304348,0.3821,0.1037,0.5210936524453694,0.7810048387096774,0.8430901408450704,,318.0,0.318
370235,2016-02-29 10:38:00,OK,5.1,676.0,37.38,0.22,688.0,8.43,3.9,4.72,22.3,68.13,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38025102880658435,0.07318158567774936,3.036583541147132,0.5874608695652174,0.3823,0.1009,0.5185556711758584,0.7758403225806452,0.8442028169014085,,316.131147541,0.316131147541
370276,2016-02-29 11:18:00,OK,5.1,665.0,36.85,0.23,688.0,8.47,5.4,4.92,22.3,68.39,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3808353909465021,0.07345780051150895,3.0364064837905236,0.5895826086956522,0.3834,0.1047,0.5216930280957337,0.7788370967741935,0.8484901408450705,,315.0,0.315
370317,2016-02-29 11:58:00,OK,5.1,652.0,39.85,0.23,687.0,8.51,5.4,5.22,23.9,68.61,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38049382716049385,0.07438874680306905,3.0301795511221945,0.5902304347826087,0.3843,0.1069,0.5220624349635796,0.7791338709677419,0.849230985915493,,315.0,0.315
370358,2016-02-29 12:38:00,OK,5.1,666.0,37.11,0.24,690.0,8.53,4.9,5.51,23.4,68.87,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3807325102880658,0.0749002557544757,3.0232618453865334,0.5904304347826087,0.3832,0.1063,0.5232809573361082,0.7811290322580645,0.8493915492957747,,312.508196721,0.312508196721
370399,2016-02-29 13:18:00,OK,5.1,651.0,40.74,0.22,683.0,8.55,4.4,5.88,23.5,69.31,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3805720164609053,0.07540664961636828,3.0180648379052366,0.5903347826086957,0.3833,0.1049,0.521783558792924,0.7793193548387096,0.8492112676056338,,312.161290323,0.312161290323
370440,2016-02-29 13:58:00,OK,5.1,655.0,40.93,0.2,698.0,8.58,4.0,6.11,23.6,69.28,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3800288065843621,0.07613299232736573,3.007788029925187,0.5890304347826087,0.3833,0.1085,0.5235026014568158,0.780367741935484,0.8513521126760563,,314.806451613,0.31480645161299997
370481,2016-02-29 14:38:00,OK,5.1,658.0,37.37,0.2,692.0,8.59,3.3,6.36,23.7,69.36,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3798312757201646,0.07692583120204603,3.0010523690773065,0.5904826086956522,0.3835,0.1102,0.5251540062434964,0.7827370967741936,0.8531183098591549,,310.639344262,0.310639344262
370522,2016-02-29 15:18:00,OK,5.1,659.0,37.91,0.17,694.0,8.58,2.7,6.57,23.5,70.15,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38062139917695476,0.07717391304347826,2.9961072319201993,0.5912217391304349,0.3834,0.1044,0.5259334027055151,0.7820806451612903,0.8539380281690141,,308.870967742,0.308870967742
370563,2016-02-29 15:58:00,OK,5.1,648.0,37.1,0.16,704.0,8.58,5.5,6.69,23.3,69.68,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3810246913580247,0.0786240409207161,2.992369077306733,0.5918478260869565,0.3838,0.1059,0.5263475546305931,0.7822354838709678,0.8532281690140845,,310.85483871,0.31085483871
370604,2016-02-29 16:38:00,OK,5.1,653.0,37.48,0.18,694.0,8.58,4.7,6.74,23.5,70.11,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.381320987654321,0.08029923273657288,2.992561097256858,0.593095652173913,0.3839,0.1087,0.5266534859521332,0.7832951612903226,0.854369014084507,,311.0,0.311
370646,2016-02-29 17:19:00,OK,5.1,646.0,37.74,0.18,681.0,8.56,4.5,6.7,23.6,69.22,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3826954732510288,0.08123529411764706,2.993306733167082,0.593395652173913,0.3836,0.0991,0.5233985431841832,0.7795612903225806,0.8540197183098591,,307.322580645,0.307322580645
370687,2016-02-29 17:59:00,OK,5.1,659.0,41.91,0.16,694.0,8.52,4.1,6.55,23.3,69.47,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3816172839506173,0.08245524296675193,2.9873366583541143,0.5944260869565217,0.3837,0.0961,0.5219531737773153,0.7796580645161291,0.8574591549295775,,305.0,0.305
370728,2016-02-29 18:39:00,OK,5.1,653.0,37.79,0.14,707.0,8.48,3.5,6.39,23.6,68.58,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38106172839506175,0.08292838874680307,2.9879052369077304,0.5935347826086957,0.384,0.0961,0.521840790842872,0.7801516129032258,0.856856338028169,,306.918032787,0.30691803278700003
370769,2016-02-29 19:19:00,OK,5.1,651.0,37.95,0.1,704.0,8.44,2.7,6.21,23.0,69.07,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3812304526748971,0.08227365728900256,2.9896209476309226,0.591095652173913,0.3839,0.0953,0.5231758584807492,0.7813870967741935,0.8542422535211268,,308.919354839,0.308919354839
370810,2016-02-29 19:59:00,OK,5.1,649.0,37.51,0.06,702.0,8.41,5.4,6.03,22.6,67.94,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3813292181069958,0.08225831202046036,2.9956783042394015,0.5902652173913043,0.3839,0.0989,0.525366285119667,0.7842612903225806,0.8554535211267605,,310.903225806,0.31090322580600005
370851,2016-02-29 20:39:00,OK,5.1,647.0,37.53,0.04,702.0,8.38,5.0,5.83,24.8,68.56,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38148971193415643,0.0831918158567775,3.00259102244389,0.5908217391304348,0.3837,0.1011,0.5258376690946931,0.7840435483870968,0.8553211267605634,,309.081967213,0.30908196721299996
370892,2016-02-29 21:19:00,OK,5.1,643.0,38.02,0.04,682.0,8.36,4.5,5.68,22.5,69.21,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3821604938271605,0.0828005115089514,3.005571072319202,0.590008695652174,0.3837,0.0995,0.5266378772112383,0.7825225806451612,0.8557267605633803,,308.0,0.308
370933,2016-02-29 21:59:00,OK,5.1,666.0,37.81,0.02,702.0,8.34,4.0,5.56,22.2,69.26,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38280246913580246,0.08253452685421994,3.01830174563591,0.5910739130434782,0.3842,0.0976,0.5272330905306972,0.7826983870967742,0.8574084507042253,,308.0,0.308
370974,2016-02-29 22:39:00,OK,5.1,664.0,38.13,0.02,698.0,8.32,3.1,5.44,21.7,69.38,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3825349794238683,0.08213043478260869,3.017224438902743,0.5918782608695653,0.384,0.1007,0.5296680541103018,0.7857161290322581,0.8582422535211268,,306.081967213,0.30608196721299996
371015,2016-02-29 23:19:00,OK,5.1,663.0,37.04,0.02,702.0,8.32,3.7,5.34,21.7,69.86,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38327160493827156,0.08154219948849105,3.024147132169576,0.589404347826087,0.3842,0.1039,0.5311071800208117,0.7870419354838709,0.8590845070422535,,306.838709677,0.306838709677
371056,2016-02-29 23:59:00,OK,5.1,661.0,37.05,0.01,696.0,8.31,6.1,5.27,22.5,69.75,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38327160493827156,0.08027109974424551,3.0331995012468824,0.5899434782608696,0.3849,0.1035,0.534627471383975,0.7911532258064515,0.8600197183098591,,310.806451613,0.31080645161299997
371097,2016-03-01 00:39:00,OK,5.1,675.0,37.76,0.01,671.0,8.3,4.8,5.17,24.7,70.22,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3837283950617284,0.08045012787723785,3.045743142144638,0.5958695652173913,0.3847,0.1064,0.5367221644120708,0.7931048387096774,0.8653633802816901,,302.725490196,0.30272549019600004
371138,2016-03-01 01:19:00,OK,5.1,678.0,37.66,0.01,692.0,8.3,4.2,5.08,22.0,70.12,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38512757201646086,0.07889769820971868,3.0554613466334164,0.5981652173913043,0.385,0.1027,0.5382632674297607,0.7910274193548388,0.8664732394366197,,301.0,0.301
371179,2016-03-01 01:59:00,OK,5.1,675.0,35.58,0.01,698.0,8.29,3.5,4.95,22.5,70.84,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38430452674897114,0.07834782608695652,3.0609850374064838,0.5988782608695652,0.3857,0.1025,0.5401498439125911,0.7933596774193548,0.8666957746478874,,301.0,0.301
371220,2016-03-01 02:39:00,OK,5.1,680.0,36.87,0.0,700.0,8.28,2.7,4.81,24.7,70.73,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38354732510288064,0.07990537084398976,3.0656832917705734,0.6008434782608696,0.3852,0.1016,0.5413402705515088,0.7966741935483871,0.8699352112676056,,295.292682927,0.295292682927
371261,2016-03-01 03:19:00,OK,5.1,676.0,37.12,0.01,694.0,8.29,5.1,4.71,21.9,70.56,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3836213991769547,0.07926086956521738,3.0667206982543638,0.6013478260869565,0.3851,0.1032,0.5421040582726327,0.7973677419354839,0.8712676056338028,,300.14516129,0.30014516128999996
371302,2016-03-01 03:59:00,OK,5.1,670.0,37.52,0.0,685.0,8.29,5.8,4.56,22.6,70.56,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3823251028806584,0.07854475703324808,3.0661945137157107,0.6033869565217391,0.3854,0.103,0.5431737773152966,0.800041935483871,0.8725211267605634,,304.774193548,0.304774193548
371343,2016-03-01 04:39:00,OK,5.1,682.0,36.7,0.0,700.0,8.29,4.9,4.41,24.6,70.93,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38093827160493826,0.07884398976982097,3.070017456359102,0.6038217391304348,0.3848,0.1014,0.5421311134235172,0.7992193548387097,0.8727605633802817,,299.705882353,0.299705882353
371384,2016-03-01 05:19:00,OK,5.1,677.0,36.33,0.0,694.0,8.3,4.3,4.29,21.8,71.75,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3821358024691358,0.07712531969309462,3.074573566084788,0.603491304347826,0.3847,0.0999,0.5427107180020811,0.7985564516129032,0.8738338028169014,,300.080645161,0.300080645161
371425,2016-03-01 05:59:00,OK,5.1,673.0,37.18,0.0,669.0,8.29,3.7,4.17,22.4,71.46,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38097942386831274,0.07657289002557545,3.0716932668329173,0.6045347826086956,0.385,0.098,0.5431134235171696,0.7993516129032259,0.8744845070422536,,298.096774194,0.298096774194
371467,2016-03-01 06:40:00,OK,5.1,668.0,37.01,0.01,694.0,8.3,2.8,4.13,24.6,71.92,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38039094650205757,0.0767621483375959,3.075628428927681,0.6039826086956522,0.3847,0.1015,0.5435005202913632,0.8001048387096774,0.8757830985915492,,302.590163934,0.30259016393399996
371508,2016-03-01 07:20:00,OK,5.1,681.0,37.64,0.01,668.0,8.3,4.6,4.13,21.8,71.27,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38163374485596707,0.07598209718670076,3.077810473815461,0.6018043478260869,0.3845,0.0984,0.542378772112383,0.7968806451612903,0.8729295774647887,,298.588235294,0.298588235294
371549,2016-03-01 08:00:00,OK,5.1,675.0,37.42,0.01,690.0,8.3,6.1,4.1,22.4,72.3,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38105349794238685,0.07628132992327366,3.078441396508728,0.6012173913043478,0.3849,0.1009,0.5441664932362124,0.8003854838709678,0.8723661971830986,,301.0,0.301
371590,2016-03-01 08:40:00,OK,5.1,681.0,39.87,0.01,664.0,8.32,4.9,4.11,24.5,73.1,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.37997530864197526,0.07758823529411765,3.080321695760598,0.6007434782608696,0.3843,0.0992,0.542843912591051,0.7986983870967742,0.8714704225352113,,299.032786885,0.299032786885
371631,2016-03-01 09:20:00,OK,5.1,674.0,37.49,0.0,700.0,8.33,4.4,4.24,22.0,72.17,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38106172839506175,0.0769002557544757,3.0817655860349125,0.5996695652173913,0.384,0.097,0.5429209157127992,0.7980516129032258,0.8712732394366197,,305.0,0.305
371672,2016-03-01 10:00:00,OK,5.1,680.0,35.59,0.0,688.0,8.38,3.7,4.36,22.6,72.12,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.38035390946502057,0.07643734015345269,3.080960099750623,0.5999478260869565,0.3846,0.0993,0.5441394380853278,0.799717741935484,0.8713239436619717,,301.0,0.301
371713,2016-03-01 10:40:00,OK,5.1,670.0,37.51,0.0,688.0,8.42,2.7,4.54,24.5,72.21,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3806707818930041,0.0769539641943734,3.076733167082294,0.5981521739130435,0.3842,0.1022,0.5440832466181061,0.7981629032258064,0.8701267605633803,,301.0,0.301
371754,2016-03-01 11:20:00,OK,5.1,675.0,37.23,0.0,688.0,8.45,4.4,4.73,22.3,72.62,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3828765432098766,0.07644757033248081,3.0759625935162096,0.5965130434782608,0.3838,0.1057,0.5439448491155047,0.7962048387096774,0.8700338028169013,,302.31147541,0.30231147541000003
